0.15238738327075033 0.014332676402559997 0.12432843060576253	0.014332676400234508 0.06776548704855548 0.013591655141217025	-0.12432843060463888 -0.013591655139310127 0.2743010210990422
0.15238738371873345 0.014332676371574935 0.12432843077009627	0.01433267636924888 0.0677654875248676 0.013591655215115506	-0.1243284307689777 -0.013591655213211921 0.27430102140264573
0.15238738407291447 0.014332676309234474 0.12432843091663277	0.014332676306905967 0.06776548790060347 0.013591655371879046	-0.12432843091551854 -0.013591655369972262 0.27430102168015563
0.15238738377115746 0.014332676351886878 0.1243284307893078	0.0143326763495589 0.067765487739529 0.013591655288519723	-0.12432843078819865 -0.013591655286610854 0.2743010215772467
0.1523873831925097 0.01433267637918148 0.12432843059835687	0.01433267637685703 0.06776548714427204 0.013591655253893269	-0.12432843059723853 -0.013591655251985815 0.2743010212175066
0.1523873831092989 0.014332676350892005 0.1243284305950855	0.014332676348566446 0.06776548694596539 0.013591655316614354	-0.12432843059396667 -0.013591655314706717 0.27430102111620214
0.1523873836195992 0.014332676357867375 0.1243284307399888	0.014332676355541207 0.06776548751825859 0.01359165523795336	-0.12432843073887179 -0.013591655236045174 0.27430102143326895
0.15238738408138292 0.014332676331053219 0.12432843089905561	0.014332676328727818 0.06776548794219894 0.013591655247177988	-0.12432843089793807 -0.013591655245274274 0.27430102167771436
0.15238738391064804 0.014332676304976512 0.12432843087135005	0.014332676302649682 0.06776548761602003 0.013591655300390013	-0.12432843087023128 -0.013591655298485938 0.27430102149120633
0.1523873833452034 0.014332676369005185 0.12432843065278601	0.014332676366676674 0.06776548710505687 0.013591655160878797	-0.1243284306516657 -0.01359165515897666 0.2743010211530209
0.1523873831628334 0.014332676373150473 0.12432843058661572	0.01433267637082411 0.06776548700367385 0.013591655166235235	-0.12432843058549889 -0.01359165516432827 0.2743010211050998
0.15238738355424952 0.014332676301214247 0.12432843075604591	0.014332676298889659 0.06776548740755217 0.013591655336524438	-0.12432843075493075 -0.013591655334617057 0.2743010214139164
0.15238738390540563 0.014332676304420689 0.12432843086683981	0.014332676302098394 0.06776548785892571 0.013591655320316285	-0.12432843086572296 -0.013591655318408159 0.27430102169348186
0.1523873837491284 0.014332676330506867 0.1243284308005701	0.01433267632818068 0.06776548766699414 0.013591655278892681	-0.1243284307994537 -0.013591655276984027 0.2743010215483332
0.1523873833352489 0.014332676351552675 0.12432843065707165	0.014332676349225264 0.06776548709882349 0.013591655256588672	-0.12432843065595608 -0.0135916552546812 0.2743010211724649
0.15238738315141198 0.014332676374303908 0.12432843058670982	0.014332676371978421 0.06776548698262153 0.013591655165518593	-0.12432843058559341 -0.013591655163612763 0.2743010210969091
0.15238738333233098 0.014332676375739588 0.12432843064797072	0.01433267637341415 0.06776548709775164 0.01359165515670855	-0.12432843064685299 -0.013591655154800146 0.2743010211471127
0.15238738391288764 0.01433267631489865 0.12432843086439065	0.01433267631257293 0.06776548763247052 0.013591655292959363	-0.12432843086327419 -0.013591655291051025 0.27430102149581226
0.1523873840896013 0.014332676335329465 0.12432843089788861	0.014332676333003232 0.06776548794763387 0.01359165524621081	-0.12432843089676801 -0.013591655244304685 0.27430102168061765
0.15238738361978194 0.014332676355306238 0.12432843074371858	0.014332676352980776 0.06776548751080937 0.013591655251685791	-0.12432843074259695 -0.01359165524978316 0.27430102142554563
0.15238738311335653 0.014332676349710437 0.12432843059510215	0.014332676347382667 0.06776548694872361 0.01359165532282832	-0.12432843059398 -0.013591655320926061 0.2743010211155634
0.15238738319937278 0.014332676382319392 0.124328430592341	0.014332676379992838 0.06776548715403767 0.013591655243143562	-0.1243284305912245 -0.013591655241238863 0.2743010212271701
0.15238738376316724 0.014332676353214079 0.12432843078382455	0.01433267635088911 0.06776548773590518 0.013591655280725527	-0.12432843078271058 -0.013591655278817883 0.2743010215790791
0.15238738406247154 0.014332676305810168 0.12432843091625792	0.014332676303484063 0.06776548788252498 0.013591655368885118	-0.12432843091514022 -0.013591655366979628 0.27430102167654064
0.15238738372209132 0.014332676367056336 0.12432843077253872	0.01433267636473037 0.067765487516253 0.013591655211800915	-0.1243284307714223 -0.013591655209895227 0.2743010214031248
0.15238738327186868 0.014332676398202885 0.12432843060895546	0.01433267639587971 0.06776548705097976 0.013591655145968835	-0.12432843060784093 -0.013591655144060875 0.2743010210942116
0.15238738332643187 0.01433267634645988 0.12432843065995505	0.0143326763441369 0.06776548708439777 0.013591655262224365	-0.12432843065883557 -0.013591655260318709 0.2743010211582017
0.1523873837412908 0.014332676326456642 0.12432843080309809	0.01433267632413018 0.0677654876466176 0.013591655276914028	-0.12432843080197667 -0.013591655275009516 0.27430102153398794
0.15238738390567547 0.014332676302920637 0.1243284308684148	0.014332676300593705 0.06776548786729332 0.01359165532618975	-0.1243284308672949 -0.013591655324285842 0.2743010216890473
0.15238738355142767 0.014332676300556086 0.1243284307581926	0.014332676298229543 0.06776548741107194 0.013591655342871496	-0.12432843075707423 -0.013591655340962433 0.2743010214092849
0.15238738334398083 0.014332676351278913 0.12432843065783922	0.014332676348954656 0.06776548728740614 0.013591655256064136	-0.12432843065672128 -0.013591655254158425 0.27430102131494316
0.15238738307277078 0.014332676372075262 0.12432843056697974	0.014332676369750939 0.06776548692893634 0.013591655197094293	-0.12432843056585677 -0.013591655195187152 0.2743010210778137
0.15238738348052966 0.014332676325856738 0.12432843072267294	0.014332676323532191 0.06776548722200959 0.013591655274840894	-0.12432843072155482 -0.013591655272934614 0.27430102126066724
0.15238738402958546 0.014332676331665734 0.12432843088149786	0.014332676329339936 0.06776548784233388 0.013591655207916727	-0.12432843088038317 -0.01359165520601227 0.27430102161374537
0.15238738402148216 0.014332676327217915 0.12432843088615651	0.014332676324891254 0.06776548782518384 0.013591655221920462	-0.12432843088504154 -0.013591655220017387 0.27430102160128095
0.15238738347771497 0.014332676320918069 0.12432843072890815	0.01433267631859224 0.06776548720703497 0.013591655293266447	-0.12432843072778689 -0.013591655291362366 0.2743010212473222
0.15238738308638533 0.014332676377021944 0.12432843056505641	0.014332676374695296 0.06776548695114638 0.013591655198632872	-0.12432843056394055 -0.013591655196729117 0.2743010210831886
0.1523873833465541 0.014332676361677496 0.1243284306518719	0.01433267635935297 0.06776548730804276 0.01359165524991695	-0.12432843065075136 -0.013591655248010467 0.2743010213199162
0.152387383869387 0.01433267629845682 0.12432843086088712	0.014332676296130584 0.06776548777760005 0.013591655398333683	-0.12432843085977112 -0.013591655396427607 0.27430102164126047
0.15238738393285525 0.014332676341031235 0.12432843085396697	0.014332676338705549 0.06776548784075076 0.013591655288142625	-0.12432843085284719 -0.013591655286234981 0.2743010216436487
0.1523873835211466 0.01433267638877527 0.1243284306933331	0.01433267638645132 0.06776548734868894 0.013591655193404797	-0.12432843069221683 -0.013591655191496986 0.2743010212945739
0.1523873832580449 0.014332676381360432 0.12432843061719935	0.014332676379034967 0.06776548697295368 0.013591655225238565	-0.12432843061607832 -0.013591655223335657 0.2743010210601342
0.1523873835149599 0.014332676384677707 0.12432843069448969	0.014332676382349469 0.06776548732907875 0.013591655191753739	-0.1243284306933687 -0.013591655189852569 0.2743010212867291
0.15238738393770934 0.014332676336361781 0.12432843085539856	0.01433267633403602 0.06776548784893374 0.013591655293263706	-0.12432843085427991 -0.013591655291359632 0.27430102164381664
0.15238738388108394 0.014332676291221893 0.12432843086457021	0.014332676288897117 0.06776548779054747 0.013591655404856885	-0.1243284308634537 -0.01359165540294921 0.27430102164462666
0.15238738376758865 0.014332676347670414 0.12432843079008116	0.014332676345342996 0.06776548772749677 0.013591655293221608	-0.12432843078896309 -0.013591655291317548 0.2743010215739105
0.1523873831880153 0.014332676373688492 0.1243284306001545	0.014332676371361763 0.06776548712557104 0.013591655259251163	-0.12432843059903663 -0.013591655257346062 0.27430102121007477
0.15238738311177796 0.01433267634996105 0.12432843059383732	0.014332676347635284 0.06776548695380091 0.01359165531817276	-0.12432843059272361 -0.013591655316266313 0.2743010211161342
0.15238738362271953 0.014332676360537306 0.12432843073835326	0.014332676358212 0.06776548752498252 0.013591655229843978	-0.12432843073723973 -0.013591655227939602 0.27430102143677354
0.15238738407811392 0.014332676334815626 0.12432843089889467	0.01433267633248988 0.06776548793334433 0.01359165523778649	-0.12432843089777319 -0.013591655235881836 0.2743010216767842
0.15238738390667858 0.014332676309031936 0.12432843087077876	0.01433267630670707 0.06776548761587349 0.01359165529788705	-0.12432843086965617 -0.013591655295981622 0.2743010214877837
0.15238738334538515 0.014332676371407142 0.12432843065254941	0.014332676369083263 0.06776548710684725 0.013591655162378816	-0.12432843065143111 -0.013591655160473008 0.2743010211495767
0.15238738315828268 0.014332676372252174 0.12432843058905875	0.014332676369924798 0.0677654869950635 0.01359165517594886	-0.12432843058794392 -0.01359165517404282 0.2743010210978931
0.1523873835476999 0.014332676299395053 0.12432843075897757	0.01433267629707063 0.0677654874088908 0.013591655351601943	-0.12432843075786369 -0.013591655349695336 0.2743010214084292
0.15238738391297363 0.014332676305014627 0.12432843086693918	0.014332676302689615 0.0677654878772031 0.013591655322358825	-0.12432843086581893 -0.013591655320454483 0.27430102170026016
0.15238738375757377 0.014332676331081628 0.12432843080060518	0.014332676328755317 0.06776548768068914 0.013591655276270695	-0.12432843079948935 -0.013591655274365004 0.2743010215556756
0.15238738332818919 0.014332676348971658 0.12432843065856533	0.014332676346645973 0.06776548709431415 0.01359165526592633	-0.12432843065744714 -0.013591655264020223 0.2743010211682353
0.15238738326561896 0.014332676401148164 0.12432843060642668	0.014332676398824424 0.0677654870361545 0.013591655138815321	-0.12432843060530968 -0.013591655136911563 0.2743010210962368
0.15238738373098218 0.014332676374981392 0.12432843076713702	0.014332676372657662 0.06776548753450105 0.01359165519960108	-0.1243284307660202 -0.013591655197692117 0.27430102141593704
0.15238738408073574 0.014332676311197097 0.12432843091406019	0.01433267630887315 0.06776548791611305 0.013591655365531665	-0.1243284309129429 -0.013591655363627532 0.2743010216897027
0.15238738408394556 0.0143326763377284 0.12432843089779744	0.014332676335400932 0.06776548794849635 0.013591655246819222	-0.1243284308966805 -0.01359165524491486 0.27430102167829745
0.15238738361412016 0.014332676355874294 0.12432843074500628	0.014332676353546642 0.06776548750032796 0.01359165525397361	-0.12432843074388694 -0.01359165525206887 0.2743010214185778
0.1523873831104812 0.014332676349887039 0.12432843059561632	0.014332676347561192 0.06776548694919608 0.013591655331603225	-0.12432843059450088 -0.013591655329696119 0.2743010211075826
0.15238738319278622 0.014332676381470639 0.1243284305935802	0.01433267637914491 0.06776548715149378 0.013591655253374219	-0.12432843059245959 -0.013591655251471595 0.274301021216772
0.15238738375711375 0.014332676353606345 0.12432843078533337	0.01433267635128312 0.06776548772444935 0.01359165528173694	-0.1243284307842133 -0.013591655279829633 0.27430102157256364
0.1523873840641305 0.014332676309677992 0.12432843091473178	0.014332676307355081 0.067765487889496 0.013591655360738697	-0.124328430913612 -0.013591655358832496 0.2743010216798602
0.15238738372743704 0.014332676370417203 0.12432843076898119	0.014332676368092552 0.06776548752658385 0.01359165519983804	-0.12432843076786802 -0.013591655197930451 0.2743010214088581
0.15238738326970058 0.014332676396813411 0.12432843060763961	0.014332676394485643 0.06776548703339469 0.013591655138686525	-0.12432843060652775 -0.013591655136781896 0.2743010210921641
0.15238738331849933 0.01433267634285204 0.12432843065981701	0.014332676340527224 0.06776548706607582 0.013591655264971456	-0.12432843065869664 -0.013591655263070535 0.27430102115281835
0.15238738374610736 0.014332676325722209 0.12432843080041789	0.014332676323396529 0.06776548765495076 0.013591655275176216	-0.12432843079929887 -0.013591655273272319 0.2743010215396043
0.15238738391742557 0.01433267630338739 0.12432843086638001	0.01433267630105999 0.06776548787883141 0.013591655319303994	-0.12432843086526618 -0.01359165531739931 0.27430102169933224
0.15238738354737885 0.014332676297002342 0.12432843075954114	0.014332676294679696 0.06776548740725769 0.013591655354544416	-0.12432843075842474 -0.013591655352639159 0.2743010214064143
0.15238738314012984 0.014332676369589903 0.12432843058918337	0.014332676367267427 0.06776548697191989 0.013591655179508777	-0.12432843058806328 -0.013591655177601518 0.27430102108672233
0.15238738333683077 0.014332676376660304 0.12432843064740517	0.014332676374333973 0.06776548710239791 0.013591655153528621	-0.12432843064628629 -0.01359165515162257 0.27430102115103905
0.15238738391671477 0.014332676319218519 0.12432843086287251	0.014332676316891672 0.06776548764626938 0.013591655286482953	-0.12432843086175738 -0.013591655284574615 0.274301021501324
0.15238738402631338 0.01433267633328324 0.12432843088184677	0.014332676330958416 0.06776548784163865 0.013591655204948063	-0.124328430880731 -0.013591655203038722 0.27430102161303954
